customerID,Churn,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Months_Paid,Cuentas_Diarias
7670-ZBPOQ,No,Yes,Yes,Female,0,Yes,No,58,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,56.98198198104862,1709.4594594314585
7672-VFMXZ,No,Yes,No,Male,0,Yes,No,57,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,3171.6,56.94075403847503,1708.2226211542509
7673-BQGKU,No,Yes,No,Female,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,66.37717121258675,1991.3151363776024
7673-LPRNY,No,Yes,Yes,Female,0,No,No,23,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,23.46339910854916,703.9019732564749
7674-YTAFD,No,Yes,No,Female,0,No,No,33,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,33.58161350802274,1007.4484052406822
7675-OZCZG,Yes,Yes,No,Female,1,No,No,3,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,2.824444444381679,84.73333333145038
7677-SJJJK,No,Yes,No,Male,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,7.73618090413386,232.0854271240158
7682-AZNDK,No,Yes,No,Male,0,Yes,Yes,34,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,34.4101279907133,1032.303839721399
7683-CBDKJ,Yes,Yes,No,Male,0,Yes,Yes,14,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,14.32543926639686,429.76317799190576
7684-XSZIY,No,Yes,Yes,Male,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,67.6234567873406,2028.703703620218
7688-AWMDX,No,Yes,No,Male,0,Yes,No,71,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,69.32477064092983,2079.743119227895
7690-KPNCU,No,Yes,No,Male,0,Yes,Yes,64,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,64.18412046455599,1925.5236139366796
7691-KGKGP,No,Yes,No,Male,0,Yes,Yes,53,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,51.750769229973066,1552.523076899192
7691-XVTZH,No,Yes,Yes,Female,0,Yes,No,68,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,66.41801000482025,1992.5403001446075
7693-LCKZL,Yes,Yes,Yes,Male,0,Yes,Yes,5,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,4.803493449721728,144.10480349165184
7693-QPEFS,No,Yes,Yes,Male,1,No,No,52,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,52.49828649688144,1574.9485949064433
7694-VLBWQ,Yes,Yes,Yes,Male,0,Yes,No,67,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,67.63544668522925,2029.0634005568777
7695-PKLCZ,No,Yes,No,Female,0,No,No,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,69.50731706978013,2085.219512093404
7696-AMHOD,No,Yes,No,Female,0,Yes,Yes,49,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,49.028205127576555,1470.8461538272966
7696-CFTAT,No,Yes,No,Male,0,Yes,Yes,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,36.67171716986506,1100.151515095952
7698-YFGEZ,No,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,0.99999999995,29.9999999985
7703-ZEKEF,Yes,Yes,Yes,Male,0,No,No,23,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,23.667901234275703,710.0370370282711
7706-DZNKK,No,Yes,No,Male,0,No,No,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,11.60391197987267,348.1173593961801
7706-YLMQA,No,Yes,No,Female,0,No,No,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,1341.5,68.09644669705095,2042.8934009115285
7707-PYBBH,No,Yes,No,Male,0,No,No,40,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,42.76413570205551,1282.9240710616655
7710-JSYOA,No,Yes,Yes,Female,0,Yes,Yes,69,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,68.57502679454903,2057.250803836471
7711-GQBZC,No,Yes,Yes,Female,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1810.55,73.3016194302307,2199.048582906921
7711-YIJWC,No,Yes,No,Male,0,Yes,Yes,61,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,62.008244993380345,1860.2473498014103
7714-YXSMB,No,Yes,Yes,Female,0,No,No,26,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,25.870149253473926,776.1044776042178
7716-YTYHG,Yes,Yes,Yes,Female,0,Yes,Yes,48,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,4029.95,49.11578305851169,1473.4734917553506
7717-BICXI,No,Yes,No,Male,0,Yes,Yes,60,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,58.6399026735455,1759.197080206365
7718-RXDGG,No,Yes,No,Male,0,Yes,No,15,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,16.160349853991832,484.810495619755
7718-UPSKJ,No,Yes,No,Female,0,Yes,No,69,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,68.15695488657747,2044.7086465973239
7721-DVEKZ,No,Yes,No,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,0.9999999999491094,29.99999999847328
7721-JXEAW,Yes,No,No phone service,Male,0,Yes,No,59,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,59.74908647844704,1792.4725943534113
7722-CVFXN,No,Yes,Yes,Male,0,Yes,Yes,54,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,53.591730037513386,1607.7519011254017
7722-VJRQD,No,No,No phone service,Male,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,74.63576702092476,2239.073010627743
7727-SHVZV,No,Yes,No,Female,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,150.35,7.710256409861012,231.30769229583035
7729-JTEEC,No,Yes,No,Male,0,Yes,Yes,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,2.0235955055725037,60.70786516717511
7729-XBTWX,No,Yes,No,Male,0,Yes,Yes,66,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,68.07594936364173,2042.2784809092518
7730-CLDSV,No,Yes,Yes,Female,0,Yes,Yes,72,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,72.27014698355529,2168.1044095066586
7730-IUTDZ,Yes,Yes,No,Male,0,No,No,43,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,42.534574467519484,1276.0372340255844
7733-UDMTP,No,No,No phone service,Female,1,No,No,57,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,56.25545454443173,1687.663636332952
7734-DBOAI,Yes,No,No phone service,Female,0,Yes,Yes,1,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,0.9999999999750624,29.999999999251873
7739-LAXOG,Yes,Yes,Yes,Female,0,Yes,Yes,32,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,32.44920373385558,973.4761120156675
7740-BTPUX,No,Yes,Yes,Male,1,Yes,No,55,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,55.393485915005336,1661.80457745016
7740-KKCXF,No,No,No phone service,Male,0,Yes,No,51,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,50.89683860063571,1526.9051580190712
7742-MYPGI,No,Yes,No,Female,0,Yes,Yes,6,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,6.0932377047931725,182.79713114379518
7743-EXURX,Yes,Yes,No,Male,0,Yes,Yes,8,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,8.1302644464617,243.907933393851
7746-AWNQW,No,No,No phone service,Female,0,No,No,28,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35.75,961.4,26.892307691555462,806.7692307466639
7746-QYVCO,No,Yes,No,Male,0,Yes,Yes,16,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.8,15.358997313959552,460.76991941878657
7748-UMTRK,No,Yes,Yes,Female,1,No,Yes,30,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,29.3632773935897,880.898321807691
7750-EYXWZ,No,No,No phone service,Female,0,No,No,12,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,12.255564715379133,367.666941461374
7752-XUSCI,Yes,Yes,Yes,Female,0,No,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,60.400849857786575,1812.0254957335972
7753-USQYQ,No,Yes,No,Male,0,No,No,55,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,56.499999999119936,1694.999999973598
7754-IXRMC,No,Yes,No,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35,45.35,0.9999999999779493,29.999999999338478
7758-UJWYS,No,No,No phone service,Male,0,Yes,Yes,34,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,32.69667077601242,980.9001232803726
7758-XKCBS,Yes,No,No phone service,Male,0,No,No,15,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25,14.755892255395425,442.67676766186275
7760-OYPDY,Yes,Yes,No,Female,0,No,No,2,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1.787352758812308,53.62058276436924
7762-ONLJY,No,Yes,No,Female,0,Yes,Yes,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,4.794416243411451,143.83248730234354
7762-URZQH,Yes,Yes,Yes,Male,0,Yes,No,66,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,65.83074021625808,1974.9222064877424
7764-BDPEE,No,Yes,No,Male,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,2.9088729015391426,87.26618704617428
7765-LWVVH,No,Yes,Yes,Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,71.9574132484547,2158.722397453641
7766-CLTIC,No,Yes,No,Female,0,No,No,10,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,10.328958162258752,309.8687448677626
7767-UXAGJ,Yes,Yes,Yes,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,0.9999999999801784,29.999999999405354
7771-CFQRQ,No,Yes,No,Female,0,Yes,Yes,47,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,47.13557993656528,1414.0673980969584
7771-ZONAT,No,No,No phone service,Male,0,No,No,22,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,22.99295154144506,689.7885462433518
7774-OJSXI,Yes,Yes,Yes,Male,0,No,No,31,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,29.641855968780646,889.2556790634194
7776-QGYJC,No,Yes,No,Female,0,Yes,Yes,39,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,38.126380367630354,1143.7914110289107
7776-QWNFX,Yes,Yes,No,Male,1,Yes,No,30,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,30.307539681938344,909.2261904581503
7777-UNYHB,No,Yes,No,Female,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,11.562189054151133,346.865671624534
7779-LGOVN,Yes,Yes,Yes,Male,1,Yes,No,10,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,9.886324293019198,296.589728790576
7779-ORAEL,No,Yes,Yes,Male,1,Yes,No,45,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,3480.35,46.31204258088739,1389.3612774266219
7780-OTDSO,Yes,Yes,Yes,Male,0,Yes,No,18,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,17.534708249320577,526.0412474796173
7781-EWARA,No,No,No phone service,Male,0,Yes,Yes,70,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,68.5782932880103,2057.348798640309
7781-HVGMK,No,No,No phone service,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,73.38113496819966,2201.43404904599
7783-YKGDV,Yes,Yes,Yes,Female,0,No,No,12,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,12.421765295763072,372.65295887289216
7785-RDVIG,No,Yes,No,Female,0,Yes,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,54.7,2.8341968910448605,85.02590673134581
7786-WBJYI,Yes,Yes,Yes,Female,0,No,No,4,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,3.919820397640541,117.59461192921623
7787-BNTZM,No,Yes,No,Male,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,6.476426798686034,194.292803960581
7789-CRUVC,No,Yes,Yes,Female,1,Yes,No,61,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,62.58439490379421,1877.5318471138264
7789-HKSBS,No,Yes,Yes,Female,1,Yes,No,42,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,43.718155893120546,1311.5446767936164
7794-JASDG,No,Yes,No,Male,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,0.9999999999802957,29.99999999940887
7795-CFOCW,No,No,No phone service,Male,0,No,No,45,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1840.75,43.516548462328224,1305.4964538698466
7797-EJMDP,No,Yes,No,Female,0,No,No,8,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,8.697956093736593,260.9386828120978
7798-JVXYM,No,Yes,No,Female,0,No,No,14,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,13.229002153435331,396.87006460306
7799-DSEWS,No,Yes,No,Male,0,No,No,18,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,19.016825164315776,570.5047549294733
7799-LGRDP,No,Yes,Yes,Female,0,No,No,43,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,46.23346303322049,1387.0038909966147
7801-CEDNV,No,Yes,No,Male,0,Yes,No,27,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1421.75,29.19404517393852,875.8213552181555
7801-KICAO,No,Yes,Yes,Female,0,No,No,18,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,18.14902225194674,544.4706675584022
7802-EFKNY,Yes,No,No phone service,Male,0,Yes,No,5,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,4.024048096031101,120.72144288093303
7803-XOCCZ,No,Yes,No,Female,0,Yes,Yes,52,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,51.478881617472,1544.36644852416
7808-DVWEP,No,Yes,No,Male,0,Yes,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,2.4824999998758748,74.47499999627624
7811-JIVPF,No,Yes,No,Female,0,No,No,23,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,21.755533198757433,652.665995962723
7812-FZHPE,Yes,Yes,Yes,Female,0,Yes,Yes,17,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,17.008298754480982,510.24896263442946
7813-TKCVO,No,Yes,No,Female,0,Yes,No,20,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,19.31941031846096,579.5823095538288
7813-ZGGAW,No,Yes,Yes,Male,1,No,No,31,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,29.792443063873783,893.7732919162135
7814-LEEVE,No,Yes,No,Female,0,Yes,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,0.999999999950739,29.99999999852217
7815-PDTHL,No,Yes,No,Male,0,No,No,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,684.4,33.88118811713459,1016.4356435140378
7816-VGHTO,No,No,No phone service,Female,0,Yes,Yes,6,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,5.363748458560697,160.91245375682092
7817-BOQPW,Yes,Yes,Yes,Female,0,No,No,2,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,2.2011912640343985,66.03573792103195
7817-OMJNA,No,Yes,No,Male,0,No,No,14,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,13.514705881690455,405.44117645071367
7820-ZYGNY,No,Yes,Yes,Male,0,No,No,63,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,5825.5,64.40574903190264,1932.1724709570794
7821-DPRQE,No,Yes,Yes,Male,0,Yes,No,68,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,67.97493036148583,2039.247910844575
7823-JSOAG,No,Yes,Yes,Male,0,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,2.918791946269546,87.56375838808638
7824-PANSQ,No,Yes,Yes,Male,0,No,No,58,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,59.60756354544814,1788.2269063634442
7825-ECJRF,Yes,Yes,No,Female,0,No,No,19,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,18.14681050639637,544.4043151918911
7825-GKXMW,Yes,Yes,No,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,0.999999999978166,29.99999999934498
7826-VVKWT,No,Yes,No,Female,1,Yes,Yes,24,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,23.443293630000586,703.2988089000175
7831-QGOXH,Yes,Yes,Yes,Female,0,No,No,18,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,18.23826291058406,547.1478873175217
7833-PKIHD,No,Yes,No,Male,0,Yes,Yes,51,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,51.91492146528907,1557.447643958672
7838-LAZFO,No,Yes,No,Male,0,Yes,No,45,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,45.653553298913025,1369.6065989673907
7839-NUIAA,No,Yes,Yes,Female,0,Yes,Yes,61,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,60.89464882841314,1826.8394648523943
7839-QRKXN,Yes,Yes,No,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,0.999999999950495,29.999999998514852
7841-FCRQD,No,Yes,No,Female,0,Yes,No,33,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,34.55441860400829,1036.6325581202486
7841-TZDMQ,Yes,Yes,No,Male,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1.8369565216991968,55.1086956509759
7845-URHJN,Yes,Yes,No,Female,0,Yes,No,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,7.754342431376957,232.6302729413087
7850-THJMU,No,Yes,No,Female,0,Yes,Yes,26,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,25.1857506348506,755.572519045518
7850-VWJUU,No,Yes,No,Female,0,No,No,23,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,23.713333333017154,711.3999999905146
7851-FLGGQ,Yes,No,No phone service,Male,0,No,No,1,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,0.9999999999776037,29.99999999932811
7851-WZEKY,Yes,Yes,Yes,Female,0,No,No,2,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,2.0693641618279623,62.08092485483887
7852-LECYP,No,Yes,Yes,Male,1,Yes,No,13,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,13.443496801562436,403.30490404687305
7853-GVUDZ,Yes,Yes,No,Female,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,0.9999999999503723,29.999999998511168
7853-OETYL,No,No,No phone service,Female,0,Yes,No,4,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.05,129.6,4.461273665939371,133.8382099781811
7853-WNZSY,No,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,0.9999999999493671,29.999999998481012
7854-EDSSA,Yes,Yes,Yes,Male,0,No,No,22,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,21.266101694554813,637.9830508366443
7854-EKTJL,Yes,Yes,No,Female,0,No,Yes,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,1.8290816325597408,54.87244897679222
7854-FOKSF,Yes,No,No phone service,Male,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,0.999999999972145,29.99999999916435
7855-DIWPO,No,Yes,No,Female,0,No,No,21,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,21.750910414832468,652.5273124449741
7856-GANIL,No,Yes,Yes,Male,1,Yes,No,45,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,45.85410334300046,1375.6231002900138
7858-GTZSP,No,Yes,Yes,Female,0,No,No,12,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,12.326978624929787,369.8093587478936
7860-KSUGX,No,Yes,Yes,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,73.23506594145483,2197.051978243645
7860-UXCRM,No,Yes,No,Male,0,Yes,Yes,63,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,62.745637583050396,1882.3691274915118
7861-UVUFT,Yes,Yes,No,Female,0,Yes,No,15,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,15.520759193172946,465.6227757951884
7868-BGSZA,No,Yes,Yes,Male,0,Yes,No,43,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,44.658354114156374,1339.7506234246912
7868-TMWMZ,No,Yes,No,Female,1,Yes,No,60,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,60.621363635812536,1818.6409090743762
7869-ZYDST,No,Yes,Yes,Male,0,Yes,No,31,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,31.88484335255064,956.5453005765191
7872-BAAZR,No,Yes,No,Female,0,Yes,Yes,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,51.55498720963913,1546.649616289174
7872-RDDLZ,No,Yes,Yes,Female,1,No,No,67,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,67.85974498965648,2035.7923496896942
7873-CVMAW,No,Yes,Yes,Male,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,71.85036702346866,2155.51101070406
7874-ECPQJ,No,Yes,No,Female,0,No,Yes,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,4.2643391519070155,127.93017455721046
